id,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,labels
827,3.92,3.92,,,2,2,12000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4.0,0
179,3.63,3.63,1.15,3.78,4,1,75000000,4,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,1
241,,0.62,,1.66,11,2,3700000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0
30,1.19,1.19,2.19,7.78,5,1,1000000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1
3,1.03,1.03,1.46,2.21,5,1,2600000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1
834,0.0,2.72,1.0,5.95,4,4,3800000,4,0,0,0,1,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.75,1
651,3.92,6.73,,,3,3,44000000,0,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2.3333,0
360,0.97,3.84,2.0,2.0,18,4,42500000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2.5,1
25,0.25,0.34,,,5,2,455000,0,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.5,0
534,3.16,5.67,9.01,9.01,9,2,23500000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,1
698,0.43,0.43,2.0,2.0,6,1,13000000,1,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0
681,4.75,8.96,5.0,5.0,10,3,15247925,1,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.5,1
726,0.83,2.08,1.0,1.0,4,2,55000000,1,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.0,1
688,2.64,2.64,4.1,4.93,6,1,10000000,2,0,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.0,1
563,0.19,0.78,1.21,2.38,13,4,2345000,3,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5.75,1
88,7.89,10.67,0.41,0.41,2,3,42700000,1,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.6667,0
335,3.48,3.48,3.68,5.63,8,1,11370000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1
382,1.25,1.87,4.72,5.1,13,3,2600000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.6667,1
560,2.08,4.66,4.58,4.73,9,2,13600000,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.0,1
93,2.57,2.57,2.48,4.67,7,1,500000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1
708,3.04,6.75,4.0,4.0,2,3,33000000,1,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4.0,0
838,9.73,9.73,6.0,6.0,2,1,8000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0
139,0.25,4.41,3.32,6.79,27,5,48500000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,1
783,,0.9,1.06,1.06,4,2,72000,1,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
155,2.31,9.42,4.5,11.42,12,7,98170000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.2,0
272,2.48,4.38,3.39,4.99,10,3,5056559,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1
104,2.35,8.28,1.0,8.28,16,4,38064570,2,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3.0,1
128,,1.49,0.41,1.32,3,2,125000,2,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,0
561,1.17,1.17,1.93,4.01,19,1,3000000,4,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1
175,3.15,4.88,5.0,5.0,5,2,14000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1
645,0.41,5.34,5.52,7.19,21,4,32006000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1.6667,1
595,1.6,2.81,3.43,7.41,14,2,11000000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1
548,1.85,2.17,2.17,5.08,4,2,1000000,3,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5,1
729,2.5,7.25,,,4,6,232000100,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3.6667,1
110,2.84,3.14,3.38,3.78,0,2,125000000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,0
624,5.47,7.28,10.59,10.59,5,3,27000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,1
655,1.33,5.67,2.5,5.67,4,3,12000000,2,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.6667,1
480,2.98,5.21,,,4,2,13875001,0,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,0
61,2.78,10.95,,,10,3,19009671,1,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,0
73,0.0,0.25,2.42,5.32,10,2,118000,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,1
519,,2.16,1.41,6.54,42,4,46800000,6,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,1
640,1.42,4.54,,,0,3,18700000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,0
832,,6.12,5.0,5.0,5,4,11400000,1,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0
85,2.16,5.64,3.83,7.69,13,4,41500019,5,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1
476,0.92,1.64,4.85,6.09,7,2,500000,2,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,1
404,4.49,4.49,,,2,1,11000000,0,0,1,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,1
654,0.33,5.37,9.01,9.01,9,3,35150000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1
334,11.43,11.43,,,1,1,20000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,0
169,0.73,3.61,1.59,4.1,5,5,4705910,3,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1
181,4.91,8.1,,,3,3,4476171,0,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,0
634,0.22,4.84,0.22,6.25,22,5,70000000,5,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,4.2,0
828,1.28,1.28,0.0,0.0,1,1,15000,1,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0
917,0.0,3.93,2.92,5.73,16,3,18000000,3,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2.3333,1
174,2.06,6.23,,,7,3,28200000,0,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1
275,4.09,9.31,6.0,6.0,5,3,33000000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1
687,5.84,6.95,5.92,6.38,6,2,13000000,2,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.0,0
435,0.83,0.83,0.67,0.67,3,1,12000,1,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
923,3.12,3.12,4.0,4.0,4,1,20000000,1,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1
574,2.68,6.42,2.84,7.24,11,3,23500000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1
850,1.58,5.96,4.42,4.42,6,5,25413298,1,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.0,1
713,0.58,4.43,1.25,2.15,5,4,7516703,3,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0
863,3.97,10.25,3.0,3.0,8,4,59000000,1,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6.0,1
45,4.67,4.67,8.74,10.22,25,1,6000000,4,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,1
359,0.16,7.5,7.05,8.62,45,7,121500000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4.5,1
44,3.49,3.49,5.66,8.34,10,1,10000000,3,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1
9,3.59,11.11,8.01,9.99,13,3,9650000,4,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,4.0,1
222,3.82,6.09,9.01,9.77,3,2,19900000,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1
514,,3.83,3.0,4.7,16,4,27063781,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,1
542,4.03,8.27,5.81,11.1,15,4,24500000,5,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.3333,1
171,0.75,4.92,3.04,6.84,30,6,125250000,5,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,1
502,0.44,0.44,0.82,0.82,2,1,1200000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0
757,1.33,2.71,4.37,6.46,6,2,29000000,3,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1
403,4.3,4.3,5.0,5.0,3,1,5000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,0
322,2.0,3.05,3.58,5.48,9,2,6000000,2,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1
59,1.99,4.15,2.9,5.26,10,3,24000000,4,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1
837,1.96,1.96,1.96,2.0,11,1,3011408,3,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1
544,3.25,3.25,3.84,7.9,19,1,14500000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.0,1
342,3.16,3.69,3.0,4.5,6,2,16300000,2,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1
693,3.16,3.16,2.0,2.0,6,1,15000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1
816,5.67,8.5,6.75,8.09,4,3,1400000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1
630,1.51,3.61,1.32,4.16,8,2,7350000,3,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.5,0
274,2.33,6.97,4.0,8.3,11,3,68200000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1
293,1.0,1.0,1.16,3.57,2,1,5000000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0
116,0.15,0.5,0.5,3.01,10,2,2565000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,1
792,2.42,3.09,,3.97,3,2,1310000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
405,1.0,8.25,,,6,4,68400000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,4.0,1
492,0.89,0.89,1.33,2.53,15,1,4000000,2,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0
217,4.67,9.12,9.75,12.8,33,3,37000000,4,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,0
711,0.83,0.83,,1.19,5,1,154000,2,1,0,0,0,0,real_estate,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
555,0.0,0.64,1.58,3.07,11,2,41000000,2,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,0
304,0.59,0.59,1.05,1.05,8,1,2600000,1,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1
439,3.67,5.56,,,0,3,9100000,0,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,0
212,1.25,2.08,2.5,5.32,4,2,3300000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,1
596,0.41,2.47,3.0,3.0,19,3,31500000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.3333,1
438,1.45,2.51,2.5,3.64,15,2,41000000,2,1,0,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,1
390,3.61,4.38,0.0,7.92,1,2,11800000,2,0,0,1,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.5,1
475,1.08,3.13,5.92,7.93,16,2,4200000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1
270,3.39,5.07,5.72,8.73,3,2,11725600,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1
916,5.13,5.13,3.16,8.51,6,1,2000000,2,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0
612,4.22,4.22,,,0,1,1000000,0,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,0
263,3.6,3.6,3.0,3.0,2,1,10000000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0
124,0.77,1.5,,3.75,14,3,10500000,3,0,1,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.3333,1
510,0.04,3.14,1.85,4.49,30,2,6875000,5,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,1
205,2.3,3.21,3.59,4.58,4,2,12000000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,0
395,3.71,8.96,4.0,4.0,7,4,25305000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.0,1
11,4.63,9.45,10.13,10.65,22,3,27500000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1
46,2.62,2.62,,,4,1,25000000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1
853,0.0,3.47,0.0,1.91,4,5,10000003,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.5,1
336,0.59,2.64,3.54,6.07,13,3,16500000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1
1,2.25,3.0,4.67,6.7,3,3,375000,3,1,0,0,0,0,music,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1
458,1.9,1.9,1.9,4.0,13,1,1500000,3,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1
500,,0.87,,1.21,4,3,430000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,1
854,0.77,2.85,,2.85,3,2,1750000,2,0,0,0,0,1,travel,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1
679,2.15,4.97,2.37,2.71,4,5,7939553,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1
518,0.0,3.39,5.4,8.71,17,5,28300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2.0,1
180,0.41,3.97,4.25,5.77,13,4,24500000,4,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,0
103,0.08,1.27,,,5,3,12500000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1
453,5.35,5.35,,,6,1,15000000,0,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1
742,1.22,1.22,1.42,2.68,6,1,5500000,2,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.0,0
245,0.67,6.28,2.79,7.45,16,5,80000000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1
802,2.67,2.67,,,6,1,5500000,0,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
522,0.18,4.03,3.67,7.24,6,3,12400000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1
590,0.0,2.84,2.92,4.31,7,5,43600000,3,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3.0,0
728,1.33,7.08,4.87,7.01,25,8,129677153,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.0,1
889,7.0,7.0,7.67,7.67,3,1,3000000,1,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,1
216,6.89,10.41,,,5,3,52800000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1
604,,,0.04,0.04,2,1,500000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
666,0.92,2.63,2.95,3.97,5,2,15000000,2,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1
860,2.97,3.72,6.97,8.33,16,2,42500000,3,0,0,0,1,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.5,1
262,7.35,8.13,11.03,11.06,13,2,24500000,2,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1
632,1.88,1.88,1.66,3.02,5,1,1000000,3,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.0,0
407,0.67,1.93,0.0,0.0,2,2,10800000,1,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0
489,,4.21,6.42,9.07,27,4,28300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1
330,2.55,6.39,6.64,6.64,15,2,12800000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,0
852,,0.34,0.41,0.87,5,2,1015000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0
199,3.5,5.44,,,3,2,3508462,0,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0
100,0.75,3.01,,,3,3,54000000,0,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.6667,0
203,0.82,5.56,4.56,7.99,8,4,32500000,3,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,0
656,5.66,5.66,5.0,5.0,4,1,30000000,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.0,1
319,4.85,4.85,6.59,6.59,5,1,4000000,1,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1
503,1.83,3.33,3.27,7.63,16,2,17100000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1
811,0.84,3.76,0.9,0.9,5,3,1420698,1,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1
682,0.25,2.56,2.0,4.78,11,3,12800000,2,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.5,1
488,1.4,1.4,,,1,1,205000,0,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
904,3.76,3.76,,,1,1,27500000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1
320,0.5,3.71,2.99,4.02,5,3,9400000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1
340,1.02,7.15,5.7,8.18,10,4,13075000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0,1
300,2.4,6.03,,,1,4,21470000,0,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,0
796,0.89,2.25,2.66,2.75,21,4,36500000,3,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1.5,1
228,1.47,1.47,1.0,1.47,5,1,2000000,2,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1
559,,,,,6,1,100000,2,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0
564,0.79,0.79,2.05,3.33,7,1,4000000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
723,0.75,0.75,3.17,4.62,13,1,1000000,2,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0,1
377,0.33,5.49,2.75,5.59,14,5,19389998,2,0,0,0,0,1,education,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.5,1
497,0.67,0.67,0.42,0.42,2,1,20000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
676,21.9,21.9,24.68,24.68,1,1,8000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0
371,2.25,4.74,5.34,7.27,22,3,39007789,5,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1
531,0.71,0.71,1.58,3.0,5,1,3200000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
423,3.58,3.58,,7.59,3,1,4100000,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
91,4.0,7.87,0.16,0.16,5,2,10000000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1
582,3.69,10.14,3.0,3.0,2,4,27101994,1,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.6667,1
887,1.18,2.72,2.52,3.67,21,3,45039999,3,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3.6667,1
366,6.97,6.97,0.08,11.97,6,1,5000000,2,0,0,0,1,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1
877,5.78,5.78,2.0,2.0,1,1,10000000,1,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,0
636,0.08,1.33,,,6,2,500000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
849,1.17,3.21,0.75,2.81,16,2,12300000,3,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.5,1
401,1.08,2.5,2.52,5.02,10,2,8400000,3,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1
24,,3.32,3.7,5.66,4,2,2300000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0
650,0.42,3.67,0.89,5.28,24,3,16000000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5.6667,1
805,3.79,5.51,,,11,2,83000000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1
219,0.72,2.44,0.77,2.79,7,2,3000000,2,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1
328,2.22,2.22,0.75,3.42,5,1,1000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
625,3.75,3.75,5.54,6.76,7,1,10000000,3,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1
277,1.41,1.91,,1.84,5,2,2212000,2,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1
479,1.09,2.56,4.0,4.0,7,2,9500000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,0
585,,0.39,,0.08,5,3,11300000,2,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,0
